login_id,user_id,username,timestamp,ip_address,device_type,browser,os,country,login_success,auth_method,latency_ms,login_duration_sec,failed_attempts_before,session_duration_min
1066,1824,user_67,2025-06-27 01:03:29,192.168.31.74,desktop,Chrome,iOS,FR,1,sso,218,5.72,1,21.7
1067,34,user_6,2025-01-13 16:30:06,192.168.108.10,desktop,Edge,Windows,US,1,password_only,277,2.83,0,29.99
1068,1372,user_637,2025-04-03 13:10:40,192.168.187.252,desktop,Chrome,iOS,BR,1,sso,296,4.26,0,15.52
1069,95,user_314,2025-01-07 16:59:58,192.168.67.188,tablet,Edge,Windows,IN,1,password+otp,428,5.21,0,31.53
1070,1096,user_1350,2025-05-15 18:07:06,192.168.89.109,desktop,Chrome,Windows,BR,1,password+otp,283,2.72,2,3.98
1071,1575,user_565,2024-12-08 22:01:49,192.168.132.163,tablet,Safari,Android,RU,1,password_only,287,1.59,2,20.11
1072,154,user_1602,2024-11-04 23:49:05,192.168.224.191,desktop,Firefox,Linux,BR,1,password+push,168,3.53,2,30.13
1073,250,user_826,2024-11-15 05:18:55,192.168.205.31,desktop,Chrome,Windows,BR,1,password+otp,149,4.62,2,16.92
1074,674,user_506,2025-10-10 20:42:22,192.168.70.73,mobile,Chrome,Linux,BR,1,password+push,358,2.66,0,25.73
1075,438,user_1106,2024-12-18 11:49:46,192.168.250.193,desktop,Chrome,Windows,US,1,password+otp,277,4.31,1,3.05
1076,118,user_1623,2025-07-13 03:40:18,192.168.137.98,desktop,Firefox,macOS,JP,1,password+otp,285,1.97,0,11.7
1077,771,user_1026,2024-11-21 08:26:08,192.168.20.39,desktop,Edge,macOS,BR,1,password+push,335,2.7,1,38.12
1078,1915,user_204,2024-12-06 00:53:12,192.168.41.71,desktop,Firefox,Windows,BR,0,password+otp,318,2.89,0,7.65
1079,1330,user_662,2025-05-01 07:09:29,192.168.45.81,desktop,Edge,iOS,BR,1,password+push,307,2.83,0,45.84
1080,268,user_805,2025-04-15 05:40:17,192.168.72.117,mobile,Firefox,Linux,US,1,password+otp,300,1.97,3,88.47
1081,1985,user_404,2025-10-09 21:14:44,192.168.40.93,mobile,Safari,Windows,BR,1,password_only,261,2.6,0,3.0
1082,1078,user_1127,2025-10-07 10:09:38,192.168.131.98,tablet,Firefox,Windows,BR,1,password+push,266,0.64,0,3.2
1083,236,user_536,2025-08-08 02:46:26,192.168.141.141,mobile,Chrome,Android,GB,1,sso,323,3.83,0,9.4
1084,389,user_1392,2025-06-04 07:48:51,192.168.52.239,mobile,Firefox,Windows,BR,1,password_only,174,3.04,0,16.56
1085,990,user_1236,2025-04-11 14:51:16,192.168.228.127,mobile,Chrome,Linux,FR,1,password+otp,165,4.38,0,28.79
1086,1758,user_577,2025-03-06 13:31:34,192.168.211.28,mobile,Opera,iOS,BR,0,password_only,256,2.89,0,1.4
1087,763,user_1985,2025-10-08 05:53:20,192.168.22.247,desktop,Chrome,macOS,BR,1,password+push,261,0.84,0,30.43
1088,1849,user_1233,2025-06-04 14:53:00,192.168.238.84,desktop,Chrome,macOS,GB,1,sso,307,3.38,0,3.57
1089,401,user_763,2025-05-26 22:04:39,192.168.158.95,mobile,Chrome,Windows,FR,1,password+otp,232,2.21,0,1.78
1090,624,user_1921,2025-01-20 04:51:21,192.168.232.70,desktop,Firefox,macOS,BR,1,password+otp,187,4.28,1,18.47
1091,767,user_117,2024-11-13 14:28:30,192.168.204.188,tablet,Chrome,Windows,BR,0,password+push,298,2.75,0,1.61
1092,1327,user_628,2025-10-07 13:15:15,192.168.150.7,desktop,Safari,iOS,US,1,password+otp,357,5.42,2,1.52
1093,919,user_749,2025-02-19 01:43:23,192.168.75.99,desktop,Chrome,Windows,BR,1,password+otp,279,1.93,2,19.23
1094,1231,user_1502,2025-04-07 02:28:55,192.168.15.153,mobile,Chrome,Windows,JP,1,password_only,133,3.3,0,24.0
1095,1253,user_105,2024-12-08 09:38:53,192.168.156.92,desktop,Chrome,Windows,DE,1,password+push,272,3.72,0,50.33
1096,853,user_495,2025-08-29 00:51:33,192.168.5.36,tablet,Chrome,Windows,JP,1,password+push,95,2.6,0,63.15
1097,1934,user_1795,2024-11-06 15:27:25,192.168.160.94,tablet,Chrome,Windows,US,1,password+otp,246,1.4,1,12.96
1098,578,user_46,2025-08-27 23:09:40,192.168.173.60,mobile,Chrome,Android,IN,1,password_only,89,2.76,0,20.65
1099,75,user_823,2024-12-17 18:17:56,192.168.168.17,desktop,Chrome,iOS,BR,1,password+otp,215,0.82,1,30.11
1100,435,user_1355,2025-09-16 03:42:13,192.168.229.110,desktop,Chrome,macOS,GB,1,password+otp,290,2.16,0,51.31
1101,103,user_1240,2025-07-20 22:12:37,192.168.94.15,desktop,Chrome,Windows,BR,1,password_only,227,2.79,0,0.45
1102,1446,user_982,2024-12-26 15:54:49,192.168.103.178,mobile,Firefox,Windows,RU,1,password+otp,341,4.2,0,4.92
1103,1728,user_960,2025-05-22 01:58:04,192.168.164.13,desktop,Chrome,iOS,US,1,password_only,267,3.34,0,14.86
1104,764,user_1516,2025-02-18 16:16:17,192.168.102.67,desktop,Chrome,Windows,IN,1,sso,160,2.52,0,5.27
1105,738,user_1837,2024-12-31 14:43:26,192.168.29.59,desktop,Chrome,Linux,IN,1,password_only,322,2.44,1,14.55
1106,806,user_1946,2025-09-06 03:50:17,192.168.52.224,desktop,Chrome,Windows,FR,1,sso,305,2.34,0,22.73
1107,1330,user_845,2025-03-23 20:15:41,192.168.163.157,mobile,Chrome,iOS,BR,1,password+otp,351,4.1,0,29.36
1108,98,user_449,2025-03-22 00:38:42,192.168.63.13,desktop,Firefox,Windows,DE,1,password+push,306,1.22,1,36.15
1109,1874,user_536,2024-12-28 13:36:34,192.168.22.175,desktop,Opera,Windows,US,1,sso,287,1.98,1,104.26
1110,798,user_511,2025-03-16 09:03:27,192.168.155.121,mobile,Chrome,Android,BR,1,password+otp,170,1.21,0,42.34
1111,1359,user_1482,2025-09-10 16:45:56,192.168.6.169,mobile,Chrome,Windows,US,1,password+push,315,3.7,0,8.54
1112,859,user_1571,2025-03-09 02:24:34,192.168.9.195,mobile,Chrome,macOS,JP,1,password+push,238,4.82,1,6.86
1113,435,user_1560,2025-10-09 21:26:57,192.168.171.101,mobile,Chrome,Windows,JP,1,sso,314,3.69,0,7.19
1114,447,user_540,2025-10-07 23:04:05,192.168.12.212,desktop,Chrome,Linux,BR,1,password_only,428,3.78,0,1.93
1115,1332,user_1508,2024-12-19 10:42:52,192.168.160.231,desktop,Chrome,Windows,GB,1,password+otp,346,2.37,0,21.76
1116,249,user_16,2024-12-31 06:38:55,192.168.219.214,tablet,Safari,Linux,GB,1,sso,272,3.59,0,0.21
1117,166,user_1595,2025-09-07 10:25:37,192.168.159.126,tablet,Chrome,Android,BR,1,password+otp,255,2.1,0,6.92
1118,1505,user_243,2025-03-19 21:59:16,192.168.47.4,mobile,Chrome,iOS,IN,1,sso,216,2.31,1,29.14
1119,984,user_1974,2024-10-29 03:43:05,192.168.60.121,mobile,Firefox,Android,GB,1,password+push,64,2.95,0,12.67
1120,1359,user_1231,2025-02-04 12:31:09,192.168.89.102,tablet,Chrome,Android,DE,1,password+otp,253,3.05,0,10.65
1121,1020,user_912,2025-06-02 16:37:55,192.168.254.89,desktop,Chrome,Linux,US,1,password_only,208,5.15,0,30.85
1122,542,user_1295,2025-08-15 06:58:19,192.168.2.23,desktop,Firefox,Windows,RU,1,password+otp,275,4.04,0,10.3
1123,759,user_761,2024-12-15 05:53:11,192.168.116.97,mobile,Chrome,macOS,BR,1,password_only,208,3.14,0,12.83
1124,1130,user_1803,2024-12-06 21:44:40,192.168.161.83,tablet,Edge,Windows,BR,1,password+otp,267,5.05,0,13.6
1125,1587,user_705,2025-09-29 02:56:01,192.168.118.221,mobile,Chrome,Windows,GB,1,sso,349,5.88,1,14.11
1126,81,user_1871,2025-07-28 17:27:42,192.168.41.147,mobile,Chrome,Android,BR,1,password+otp,262,3.02,1,2.14
1127,133,user_1754,2025-05-30 19:52:17,192.168.40.81,desktop,Firefox,macOS,GB,1,password+otp,163,3.46,0,15.02
1128,797,user_115,2025-08-04 07:28:42,192.168.101.147,desktop,Chrome,Windows,BR,1,password_only,183,1.51,1,9.79
1129,900,user_1604,2025-04-02 02:09:59,192.168.5.121,desktop,Chrome,Android,US,1,password+push,305,3.2,1,45.99
1130,138,user_1323,2025-07-31 09:28:28,192.168.184.169,tablet,Chrome,iOS,DE,1,password+otp,310,2.19,1,0.25
1131,184,user_1861,2025-03-12 06:23:47,192.168.251.24,desktop,Edge,Linux,GB,1,password+push,180,0.74,0,14.53
1132,1425,user_1507,2025-01-24 15:40:14,192.168.40.168,desktop,Firefox,macOS,GB,1,password+otp,247,4.19,1,73.39
1133,1354,user_397,2025-07-20 15:33:35,192.168.2.107,tablet,Chrome,Windows,GB,1,sso,322,3.13,1,0.31
1134,785,user_394,2025-03-29 17:43:53,192.168.170.173,desktop,Firefox,iOS,IN,1,password+push,387,1.96,0,23.48
1135,1532,user_1099,2025-10-20 18:15:56,192.168.56.82,mobile,Firefox,Windows,BR,1,password_only,264,0.81,3,0.61
1136,1876,user_978,2025-03-04 02:53:32,192.168.73.178,desktop,Opera,Android,DE,1,password_only,234,2.27,1,39.68
1137,984,user_1506,2025-09-28 23:44:03,192.168.132.85,desktop,Chrome,iOS,BR,1,password_only,220,2.19,2,4.37
1138,69,user_1127,2025-10-03 02:09:14,192.168.200.96,mobile,Edge,Android,BR,1,password+otp,261,2.87,0,34.88
1139,546,user_297,2025-01-23 20:02:02,192.168.14.87,tablet,Chrome,Android,US,1,password_only,361,0.91,0,49.69
1140,1798,user_1002,2025-08-14 21:49:11,192.168.93.125,desktop,Edge,Linux,BR,1,password+otp,261,3.52,0,2.93
1141,53,user_178,2025-04-03 15:08:05,192.168.99.249,mobile,Chrome,iOS,BR,1,password_only,289,3.77,1,2.07
1142,1474,user_1239,2025-09-27 10:55:07,192.168.38.197,desktop,Chrome,Android,BR,1,password+otp,136,1.44,2,36.23
1143,205,user_967,2025-04-09 20:29:27,192.168.78.165,desktop,Edge,Windows,US,1,password_only,377,0.97,1,3.85
1144,126,user_315,2025-07-26 05:30:09,192.168.38.51,desktop,Edge,Windows,BR,1,password+otp,356,4.22,0,1.1
1145,1771,user_1063,2025-04-16 00:02:12,192.168.213.130,mobile,Chrome,Linux,BR,1,sso,226,2.82,0,4.99
1146,43,user_259,2025-01-18 16:56:12,192.168.244.156,desktop,Chrome,Android,US,1,password+push,241,3.77,0,4.6
1147,1776,user_1740,2025-01-08 07:42:33,192.168.220.125,desktop,Chrome,Android,BR,1,password+otp,344,3.13,1,22.46
1148,1995,user_7,2025-03-31 20:10:46,192.168.158.236,mobile,Chrome,Android,BR,1,password+push,485,2.89,1,12.77
1149,1907,user_49,2025-07-30 07:32:07,192.168.65.226,desktop,Chrome,Windows,US,1,password_only,115,4.24,1,29.02
1150,111,user_1562,2025-06-05 09:49:42,192.168.44.200,desktop,Chrome,Windows,US,1,password+otp,209,4.01,0,5.38
1151,761,user_161,2025-07-05 21:47:41,192.168.21.82,desktop,Chrome,macOS,JP,1,sso,218,3.46,0,13.5
1152,1687,user_1893,2025-02-07 14:34:51,192.168.241.228,mobile,Chrome,macOS,BR,1,password+push,333,3.54,2,2.23
1153,1207,user_176,2025-04-21 06:46:33,192.168.137.237,desktop,Chrome,Windows,CN,1,password_only,278,2.48,1,12.78
1154,848,user_1615,2024-11-12 18:18:17,192.168.148.16,mobile,Safari,macOS,BR,1,password+otp,209,3.67,0,13.84
1155,95,user_1026,2025-08-21 22:59:10,192.168.66.6,desktop,Chrome,Linux,BR,1,password+otp,136,4.86,0,48.5
1156,1995,user_1001,2025-10-23 20:51:27,192.168.232.100,desktop,Firefox,Linux,US,1,sso,330,4.23,0,59.41
1157,1398,user_1919,2025-03-25 01:39:46,192.168.35.66,mobile,Edge,macOS,US,1,password+otp,233,0.75,1,41.64
1158,1936,user_455,2024-10-31 13:26:37,192.168.249.76,desktop,Chrome,macOS,US,1,password_only,157,3.54,0,51.13
1159,1544,user_1952,2024-12-28 12:47:08,192.168.232.157,tablet,Chrome,Windows,GB,1,password+otp,195,3.64,1,0.95
1160,900,user_1668,2025-06-22 17:32:15,192.168.86.251,desktop,Chrome,Android,GB,1,password+otp,215,4.36,1,35.07
1161,360,user_276,2025-06-07 23:13:01,192.168.198.221,desktop,Chrome,Windows,BR,1,password+otp,226,4.49,1,1.38
1162,900,user_498,2025-08-11 03:05:49,192.168.156.71,desktop,Chrome,Android,BR,1,password_only,166,3.59,0,16.97
1163,1720,user_1653,2025-01-28 05:25:34,192.168.201.160,desktop,Chrome,Windows,US,1,password+otp,167,1.51,0,1.78
1164,281,user_676,2025-08-02 06:49:04,192.168.58.19,desktop,Safari,macOS,BR,1,password+push,439,2.86,0,31.31
1165,1219,user_1824,2025-07-05 16:08:32,192.168.220.156,desktop,Chrome,Android,GB,1,password+push,276,2.05,1,0.05
1166,1888,user_1052,2025-02-22 09:15:25,192.168.180.212,desktop,Firefox,Windows,JP,1,password+push,217,1.6,1,9.69
1167,1219,user_1357,2025-05-14 15:52:42,192.168.128.242,desktop,Chrome,iOS,BR,0,password+push,280,4.68,0,15.08
1168,667,user_1025,2024-12-20 07:31:14,192.168.161.171,desktop,Chrome,Windows,GB,1,sso,262,2.44,0,6.32
1169,93,user_1212,2025-04-10 17:52:02,192.168.246.223,desktop,Chrome,Windows,CN,1,password+otp,177,5.39,0,14.07
1170,672,user_56,2025-09-14 04:41:27,192.168.108.13,desktop,Chrome,Android,CN,0,password_only,96,2.54,0,41.78
1171,1970,user_547,2025-03-30 07:02:19,192.168.164.162,desktop,Edge,Android,BR,1,password_only,207,2.14,1,18.83
1172,61,user_1136,2025-08-30 00:00:23,192.168.186.23,desktop,Chrome,Windows,BR,1,password_only,235,3.72,0,16.11
1173,634,user_1822,2025-05-31 00:01:18,192.168.240.192,mobile,Chrome,iOS,DE,1,password_only,241,2.91,0,79.19
1174,1075,user_1334,2025-01-05 14:14:31,192.168.109.133,mobile,Chrome,macOS,CN,1,sso,103,3.33,1,9.89
1175,1427,user_36,2025-05-27 15:53:34,192.168.240.195,desktop,Chrome,Windows,JP,1,password_only,448,2.35,1,42.73
1176,1813,user_439,2025-04-30 05:48:58,192.168.37.128,desktop,Firefox,Android,RU,1,password_only,442,2.35,0,20.81
1177,1029,user_1753,2025-03-22 01:30:01,192.168.252.40,desktop,Firefox,Linux,US,1,password+otp,285,2.41,1,29.85
1178,1490,user_1616,2024-12-10 05:21:53,192.168.30.35,mobile,Edge,Windows,JP,0,password_only,252,1.75,0,7.48
1179,604,user_1850,2025-03-28 15:46:12,192.168.200.104,desktop,Chrome,Android,US,1,password_only,204,4.16,1,18.87
1180,682,user_595,2024-11-23 02:48:02,192.168.252.181,desktop,Chrome,Android,BR,1,password+otp,296,3.25,1,37.74
1181,1853,user_1601,2024-12-02 14:37:08,192.168.108.214,desktop,Chrome,macOS,CN,1,sso,240,3.18,0,19.65
1182,534,user_1349,2025-03-28 08:49:51,192.168.30.156,tablet,Firefox,Android,BR,1,password_only,350,3.8,1,22.54
1183,1429,user_1664,2025-02-16 00:32:38,192.168.112.212,mobile,Chrome,Android,JP,0,password_only,323,3.43,0,14.31
1184,838,user_307,2025-09-30 09:10:13,192.168.130.185,desktop,Safari,Windows,US,1,password+push,181,5.72,0,2.72
1185,1537,user_1558,2025-03-13 16:35:06,192.168.217.60,desktop,Safari,Android,BR,1,password_only,194,3.51,0,27.68
1186,645,user_1752,2025-07-31 04:14:21,192.168.5.19,mobile,Safari,Windows,BR,1,password+otp,327,0.54,0,23.74
1187,233,user_619,2025-05-09 02:22:13,192.168.110.60,desktop,Chrome,Windows,CN,1,password_only,305,2.41,0,13.7
1188,524,user_1133,2025-07-11 13:11:33,192.168.173.140,desktop,Chrome,iOS,US,1,password+push,160,1.88,1,10.32
1189,346,user_1396,2025-01-30 12:01:05,192.168.232.22,mobile,Edge,Android,US,1,password+push,213,3.56,0,21.99
1190,1070,user_357,2025-10-06 08:29:23,192.168.78.237,desktop,Firefox,Windows,CN,1,password_only,237,2.5,1,24.09
1191,546,user_181,2025-05-09 00:58:38,192.168.30.3,desktop,Firefox,macOS,BR,1,sso,247,3.6,0,9.65
1192,1969,user_1380,2025-08-26 23:48:03,192.168.252.202,desktop,Chrome,Linux,BR,1,password+otp,244,2.18,2,7.33
1193,1102,user_1700,2025-03-09 19:12:08,192.168.117.65,tablet,Edge,Windows,RU,1,password+push,321,3.23,1,70.06
1194,1754,user_68,2024-12-03 03:15:13,192.168.253.143,desktop,Chrome,Android,BR,1,password+push,261,2.37,0,74.62
1195,1837,user_292,2025-06-30 11:06:58,192.168.114.30,mobile,Chrome,Android,JP,1,password+otp,256,2.59,0,9.37
1196,1947,user_692,2024-10-30 09:22:36,192.168.175.122,desktop,Edge,Android,BR,1,password+push,189,3.27,1,64.79
1197,1097,user_181,2025-04-19 00:58:07,192.168.230.42,tablet,Chrome,Linux,US,1,password_only,263,3.54,1,17.57
1198,794,user_1490,2025-01-05 22:20:48,192.168.235.3,tablet,Firefox,Windows,BR,1,password_only,247,4.71,2,0.28
1199,249,user_434,2025-06-13 13:12:41,192.168.189.47,desktop,Chrome,Android,BR,1,password+otp,211,4.36,2,2.35
1200,47,user_1488,2025-10-20 01:07:13,192.168.155.249,desktop,Chrome,Windows,GB,1,password_only,157,4.13,1,4.97
1201,1145,user_1705,2025-04-15 01:34:18,192.168.143.230,mobile,Chrome,Windows,IN,1,sso,352,3.52,0,33.63
1202,214,user_914,2025-08-21 22:41:12,192.168.88.125,mobile,Chrome,iOS,BR,0,sso,392,2.41,0,26.44
1203,239,user_1558,2025-04-30 21:35:30,192.168.76.196,desktop,Chrome,Android,BR,1,password_only,269,3.75,1,34.96
1204,1080,user_66,2025-04-26 12:57:39,192.168.157.64,mobile,Chrome,macOS,BR,1,password+otp,364,4.43,0,14.68
1205,350,user_1045,2025-10-02 03:54:43,192.168.68.245,desktop,Edge,Windows,IN,1,password+otp,268,4.43,0,16.5
1206,107,user_1636,2025-09-17 09:30:11,192.168.13.74,desktop,Chrome,Windows,FR,1,password+otp,139,3.02,0,0.93
1207,831,user_384,2025-08-10 09:00:51,192.168.161.183,mobile,Edge,Linux,BR,1,password+push,274,2.59,1,4.81
1208,48,user_1836,2025-02-12 16:36:09,192.168.28.209,desktop,Chrome,macOS,BR,1,password+otp,222,3.95,0,12.34
1209,1597,user_1639,2025-05-14 11:40:33,192.168.78.237,desktop,Firefox,Android,FR,1,password+otp,288,0.08,0,32.07
1210,337,user_1583,2025-01-17 06:44:31,192.168.152.93,tablet,Chrome,Android,FR,1,password+push,375,4.92,0,20.76
1211,1050,user_39,2025-04-07 14:06:44,192.168.236.65,mobile,Chrome,Linux,BR,1,password_only,209,4.47,0,19.42
1212,804,user_1309,2025-04-22 07:06:31,192.168.114.39,tablet,Firefox,macOS,US,0,password_only,281,2.66,0,44.8
1213,1281,user_822,2025-08-27 02:34:08,192.168.218.245,mobile,Chrome,Android,GB,1,password_only,318,2.6,1,18.41
1214,8,user_602,2025-09-19 14:36:38,192.168.240.142,mobile,Safari,Android,FR,1,password+push,358,5.49,0,6.4
1215,625,user_1621,2025-03-27 21:28:26,192.168.31.19,desktop,Chrome,iOS,BR,1,password_only,328,1.76,0,13.35
1216,1891,user_785,2024-11-03 00:29:35,192.168.52.205,desktop,Safari,Android,US,0,sso,160,2.69,0,25.07
1217,1277,user_1360,2025-09-07 02:32:27,192.168.218.194,desktop,Chrome,Windows,JP,1,password_only,160,5.1,2,35.61
1218,1716,user_1212,2024-12-30 04:05:00,192.168.48.194,desktop,Chrome,iOS,DE,1,password+otp,311,1.71,0,15.14
1219,719,user_671,2025-06-11 13:05:17,192.168.204.88,tablet,Chrome,Windows,FR,1,password_only,219,3.19,0,33.22
1220,303,user_1267,2024-11-05 16:08:50,192.168.81.0,desktop,Chrome,iOS,BR,1,sso,171,2.71,3,91.34
1221,639,user_1097,2025-03-22 09:04:44,192.168.166.60,desktop,Chrome,Android,GB,1,password_only,345,5.47,0,1.28
1222,56,user_479,2025-10-22 10:24:52,192.168.182.196,mobile,Chrome,macOS,CN,0,password+otp,220,2.35,1,26.23
1223,726,user_1998,2024-12-03 07:28:41,192.168.129.93,desktop,Chrome,Windows,BR,1,sso,380,1.37,1,52.38
1224,526,user_561,2025-03-31 04:57:15,192.168.16.156,desktop,Firefox,Windows,US,1,password_only,214,3.29,1,13.87
1225,474,user_101,2025-02-16 16:02:08,192.168.116.105,desktop,Edge,Windows,BR,1,password+otp,190,2.35,0,9.59
1226,28,user_514,2025-09-22 21:58:27,192.168.131.200,mobile,Chrome,Android,GB,0,password+otp,244,3.72,0,16.04
1227,78,user_1780,2025-09-09 20:49:17,192.168.191.84,desktop,Chrome,Windows,FR,0,password+otp,310,3.52,0,47.67
1228,1240,user_176,2025-01-22 07:38:36,192.168.42.249,desktop,Chrome,Linux,US,1,password+push,273,1.6,0,38.21
1229,1410,user_238,2024-11-26 04:36:26,192.168.75.139,desktop,Edge,iOS,US,1,password+otp,401,5.21,0,18.33
1230,365,user_910,2025-06-13 11:08:04,192.168.49.195,desktop,Chrome,Windows,US,1,password_only,263,2.27,1,53.71
1231,666,user_1083,2025-02-27 07:59:31,192.168.60.219,desktop,Firefox,Android,BR,1,password+push,235,2.4,1,25.78
1232,526,user_1889,2025-06-29 20:51:41,192.168.200.103,tablet,Chrome,Linux,US,1,password+otp,370,3.69,0,9.44
1233,699,user_1123,2024-11-08 06:46:16,192.168.50.247,desktop,Chrome,Windows,BR,1,password+otp,297,4.96,0,5.44
1234,1336,user_1978,2024-12-15 05:58:46,192.168.223.76,desktop,Chrome,Android,BR,1,sso,216,1.46,0,19.94
1235,883,user_871,2025-07-05 02:01:22,192.168.97.82,tablet,Chrome,macOS,JP,1,password+otp,269,2.45,2,28.69
1236,1031,user_1978,2025-01-13 01:46:08,192.168.77.4,mobile,Chrome,Windows,BR,1,password+push,267,4.15,0,21.9
1237,1027,user_495,2025-09-05 13:52:12,192.168.218.155,desktop,Firefox,Linux,US,1,sso,233,2.31,0,19.07
1238,1647,user_947,2024-11-17 22:39:30,192.168.253.217,desktop,Chrome,Android,GB,1,password+otp,264,3.19,1,1.89
1239,919,user_1538,2025-01-14 05:01:27,192.168.137.87,mobile,Chrome,Windows,US,1,password+push,146,2.5,2,18.22
1240,750,user_755,2025-10-27 00:47:23,192.168.208.179,desktop,Firefox,Windows,DE,1,password+otp,221,3.59,0,0.21
1241,363,user_1321,2025-04-03 15:08:55,192.168.207.16,desktop,Chrome,Android,BR,1,password_only,284,1.5,0,0.82
1242,1775,user_211,2025-07-11 03:22:53,192.168.64.123,desktop,Chrome,Android,BR,1,password+push,207,3.38,1,5.79
1243,1532,user_1147,2025-01-02 05:31:49,192.168.20.181,desktop,Firefox,Android,DE,1,sso,178,3.58,1,2.64
1244,1298,user_1253,2025-06-07 03:51:08,192.168.110.176,mobile,Firefox,Windows,US,1,password_only,246,3.82,1,5.19
1245,1530,user_1618,2025-07-19 14:05:28,192.168.106.21,desktop,Chrome,Linux,BR,0,password+push,212,2.37,1,70.13
1246,806,user_1680,2025-02-19 08:13:03,192.168.68.191,desktop,Firefox,Android,US,1,password_only,144,4.74,1,54.34
1247,739,user_1412,2025-08-26 02:32:27,192.168.35.249,mobile,Chrome,Windows,GB,0,password+otp,146,0.48,0,1.49
1248,1907,user_140,2025-06-04 19:20:24,192.168.148.183,desktop,Chrome,Linux,BR,1,password+push,282,2.2,0,1.76
1249,1039,user_541,2025-03-18 14:07:11,192.168.72.90,desktop,Chrome,Android,BR,1,password+otp,257,5.93,1,17.43
1250,1216,user_1415,2025-05-19 02:20:58,192.168.175.125,desktop,Chrome,Android,BR,1,password+otp,275,3.03,1,58.11
1251,1655,user_270,2025-05-26 01:49:38,192.168.203.145,mobile,Safari,Windows,RU,1,password_only,226,4.35,0,28.69
1252,485,user_1783,2024-12-26 23:29:28,192.168.245.98,desktop,Firefox,Windows,GB,1,sso,128,3.23,0,23.33
1253,28,user_1036,2025-03-23 13:20:15,192.168.14.241,mobile,Chrome,Linux,BR,1,password+otp,180,5.09,0,10.33
1254,714,user_1891,2025-03-01 21:51:14,192.168.43.221,desktop,Chrome,Android,GB,0,password_only,224,2.77,0,24.4
1255,1063,user_1413,2025-03-22 21:18:36,192.168.172.96,mobile,Edge,Android,CN,1,password_only,284,3.27,1,18.46
1256,1977,user_1361,2025-08-01 08:43:51,192.168.35.167,mobile,Edge,Windows,DE,1,password_only,110,4.05,0,31.36
1257,1297,user_506,2025-04-21 16:26:19,192.168.178.244,mobile,Chrome,Windows,BR,1,password+otp,65,4.84,0,50.39
1258,1255,user_1130,2025-10-05 18:34:18,192.168.29.25,desktop,Chrome,macOS,US,1,password+push,365,0.79,0,26.83
1259,86,user_32,2025-02-11 18:00:27,192.168.84.100,desktop,Firefox,iOS,JP,1,sso,297,3.62,1,5.43
1260,1498,user_1098,2025-03-28 06:57:56,192.168.234.120,desktop,Firefox,Android,JP,1,password+push,179,1.98,0,13.01
1261,126,user_1195,2025-08-10 19:08:37,192.168.30.247,desktop,Chrome,macOS,CN,1,password+push,231,2.93,0,25.63
1262,812,user_1873,2025-05-14 20:34:39,192.168.183.252,desktop,Firefox,iOS,IN,1,password+push,216,2.36,0,33.91
1263,537,user_1093,2025-05-15 05:22:07,192.168.188.16,desktop,Chrome,Windows,BR,1,password+otp,273,0.31,1,5.01
1264,145,user_813,2024-11-16 00:39:43,192.168.208.97,tablet,Chrome,Linux,JP,1,password+otp,209,4.27,1,16.37
1265,1549,user_362,2025-03-22 01:08:06,192.168.125.23,mobile,Chrome,Windows,GB,1,password+push,158,1.43,0,56.06
1266,1236,user_1673,2025-02-03 09:01:46,192.168.121.224,desktop,Chrome,iOS,US,1,password_only,289,2.92,2,22.26
1267,25,user_1457,2025-10-27 07:34:40,192.168.254.131,desktop,Edge,Linux,GB,1,password+otp,395,2.87,0,15.58
1268,1604,user_929,2025-02-17 02:35:33,192.168.136.129,mobile,Chrome,Windows,BR,1,sso,292,2.05,0,23.99
1269,1418,user_100,2025-09-15 09:35:30,192.168.162.122,desktop,Chrome,Windows,BR,1,password+otp,256,3.77,0,16.52
1270,67,user_1682,2025-07-01 09:12:35,192.168.37.172,desktop,Edge,Windows,GB,1,password+otp,232,2.56,0,6.86
1271,233,user_9,2025-02-28 23:49:47,192.168.142.234,desktop,Chrome,Windows,IN,1,sso,186,2.14,1,10.46
1272,109,user_1598,2025-05-13 22:45:48,192.168.169.130,desktop,Firefox,Windows,IN,1,password+push,217,1.25,1,35.63
1273,1170,user_697,2025-08-30 08:29:47,192.168.254.158,mobile,Firefox,iOS,IN,0,password+otp,281,1.89,0,17.76
1274,111,user_1053,2025-09-14 23:42:30,192.168.179.168,tablet,Chrome,Windows,BR,1,password+push,344,3.51,0,11.14
1275,228,user_1917,2024-12-25 02:27:09,192.168.56.41,desktop,Chrome,Linux,BR,1,password_only,348,0.6,0,2.4
1276,111,user_1138,2025-02-28 12:03:46,192.168.52.118,desktop,Edge,Windows,IN,1,password_only,263,5.01,1,2.44
1277,1494,user_462,2025-02-26 21:57:26,192.168.120.55,desktop,Chrome,Android,BR,1,sso,264,2.82,2,3.28
1278,34,user_921,2024-11-11 21:42:52,192.168.250.86,mobile,Chrome,Linux,DE,1,password+push,254,1.96,2,52.12
1279,623,user_1167,2025-06-02 21:57:53,192.168.75.199,mobile,Edge,Windows,IN,1,sso,295,3.71,1,63.04
1280,1800,user_390,2025-09-04 13:37:33,192.168.180.84,desktop,Chrome,Android,JP,1,password+push,253,2.5,1,26.43
